52,32,53,35
56,33,58,36
49,33,52,32
8,35,12,37
53,35,56,33
65,35,63,26
201,38,208,28
164,36,169,26
164,36,158,46
115,35,115,42
67,36,67,45
61,36,59,26
58,36,63,44
18,37,16,33
18,37,26,48
-112,47,-114,38
200,39,201,38
120,38,116,45
13,41,12,37
13,41,10,44
168,42,171,37
115,42,120,38
10,44,12,51
63,44,61,36
28,45,23,37
169,46,168,42
158,46,169,46
116,45,105,53
67,45,73,49
-111,57,-112,47
28,48,28,45
26,48,28,48
8,50,10,62
73,49,77,49
12,51,8,50
80,50,77,49
-108,61,-111,57
77,51,80,50
77,51,74,53
155,52,150,56
105,53,101,53
101,53,98,53
98,53,96,57
74,53,73,56
282,63,275,74
-110,67,-108,61
-112,67,-110,67
73,56,77,58
38,57,35,60
96,57,91,59
91,59,84,63
35,60,40,66
26,60,13,41
160,61,155,52
29,61,29,69
10,62,4,66
-111,72,-112,67
79,61,77,58
77,62,79,61
44,63,38,57
84,63,77,62
274,71,255,83
4,66,0,66
0,66,1,70
126,65,150,56
34,65,29,61
85,65,77,70
40,66,34,65
275,74,274,71
180,69,200,39
56,68,53,69
1,70,-6,73
174,69,180,69
29,69,26,60
126,69,129,70
53,69,47,70
148,69,150,70
101,69,89,70
101,69,106,70
47,70,44,63
150,70,152,71
158,71,174,69
152,71,160,61
129,70,148,69
114,70,126,69
106,70,126,65
106,70,109,74
85,70,85,65
85,70,86,72
77,70,66,74
62,71,66,74
62,71,56,68
-102,81,-111,72
-14,74,-6,73
101,72,106,70
86,72,89,70
103,73,101,75
-99,83,-102,81
159,75,158,71
150,74,159,75
112,74,114,70
109,74,112,74
-19,77,-43,87
-19,77,-14,74
100,74,101,72
255,83,246,83
98,76,100,74
142,78,150,74
126,77,142,78
93,77,98,76
107,79,103,73
97,79,93,77
101,81,107,79
99,81,101,75
99,81,101,81
101,81,126,77
100,81,101,81
229,86,246,83
-43,87,-47,88
-47,88,-48,93
98,84,100,81
38,86,50,95
87,85,93,88
82,86,86,88
33,87,35,89
89,87,93,88
21,89,29,90
93,88,97,79
93,88,97,89
86,88,87,85
77,88,82,86
35,89,38,86
-48,93,-53,97
99,88,98,84
75,89,77,88
29,90,33,87
97,89,99,88
87,89,89,87
-53,97,-59,100
-53,97,-42,99
-65,98,-59,108
20,93,21,89
-59,100,-65,98
-97,103,-99,83
221,98,229,86
-42,99,-37,104
-90,103,-93,106
66,95,71,98
54,95,56,96
50,95,54,95
92,95,87,89
88,95,91,98
56,96,66,95
-6,99,2,106
-93,106,-97,103
-93,106,-89,109
78,97,75,89
71,98,78,98
91,98,92,95
79,98,78,97
78,98,79,98
-37,104,-27,105
-89,109,-81,114
88,100,88,95
92,101,88,100
-27,105,-21,109
92,102,92,101
87,102,92,102
11,104,20,93
-59,108,-61,110
1,104,6,105
-65,109,-90,103
6,105,11,104
2,106,1,104
-61,110,-65,109
-5,107,-6,99
213,108,221,98
82,105,87,102
-3,108,-5,107
-18,109,-15,114
-21,109,-18,109
-81,114,-64,130
210,112,213,108
-15,114,-4,122
1,115,-3,108
210,119,210,112
87,116,82,105
7,118,1,115
8,119,7,118
14,121,7,121
7,121,8,119
-4,122,7,125
206,124,210,119
14,123,14,121
7,125,14,123
-64,130,-39,140
207,128,206,124
78,127,87,116
56,131,58,133
61,131,56,131
65,132,61,131
58,133,65,132
-20,139,-16,139
-39,140,-29,144
-16,139,-8,143
69,137,72,138
59,138,69,137
-21,141,-20,139
72,138,78,139
81,138,78,127
78,139,81,138
78,139,81,138
206,143,207,128
57,140,59,138
-15,143,-21,141
-15,143,-2,150
-29,144,-23,149
-36,145,-33,146
-39,146,-36,145
-33,146,-29,144
-5,145,-8,143
55,144,57,140
-75,152,-66,152
-56,151,-42,150
52,145,55,144
-42,150,-39,146
-66,152,-61,156
-23,149,-19,160
-2,150,-5,145
-61,156,-58,157
-91,158,-90,164
-12,154,-8,155
-58,157,-56,151
-84,159,-75,152
-8,155,-1,172
-84,163,-84,159
-90,164,-84,163
-4,157,9,168
-95,166,-91,158
-19,160,-14,162
-100,167,-95,166
-4,160,-4,157
-14,162,-8,164
-124,172,-116,173
-97,170,-100,167
-116,173,-111,176
-8,164,-12,154
-124,175,-124,172
-128,177,-124,175
-105,175,-97,170
-111,176,-105,175
9,168,32,169
2,169,-4,160
46,167,52,145
32,169,46,167
-142,184,-128,177
